date ,load,humidity,temp,date1
3/27/2017 11:00,8202.00,87,278.95,3/27/2017
3/27/2017 12:00,8196.00,93,278.56,3/27/2017
3/27/2017 13:00,8112.00,87,278.35,3/27/2017
3/27/2017 14:00,7956.00,93,278.56,3/27/2017
3/27/2017 15:00,7916.00,93,278.84,3/27/2017
3/27/2017 16:00,8042.00,93,279.69,3/27/2017
3/27/2017 17:00,8231.00,87,280.98,3/27/2017
3/27/2017 18:00,8232.00,76,282.13,3/27/2017
3/27/2017 19:00,8209.00,65,283.58,3/27/2017
3/27/2017 20:00,8052.00,53,284.72,3/27/2017
3/27/2017 21:00,7686.00,66,285.26,3/27/2017
3/27/2017 22:00,7271.00,66,285.28,3/27/2017
3/27/2017 23:00,6800.00,62,285.12,3/27/2017
3/28/2017 0:00,6497.00,58,284.83,3/28/2017
3/28/2017 1:00,6340.00,66,284.42,3/28/2017
3/28/2017 2:00,6252.00,66,283.43,3/28/2017
3/28/2017 3:00,6239.00,93,282.5,3/28/2017
3/28/2017 4:00,6306.00,93,282.15,3/28/2017
3/28/2017 5:00,6587.00,100,281.99,3/28/2017
3/28/2017 6:00,7052.00,93,281.34,3/28/2017
3/28/2017 7:00,7560.00,93,281.34,3/28/2017
3/28/2017 8:00,7947.00,100,281.15,3/28/2017
3/28/2017 9:00,8127.00,100,280.74,3/28/2017
3/28/2017 10:00,8167.00,87,280.54,3/28/2017
3/28/2017 11:00,8203.00,81,280.54,3/28/2017
3/28/2017 12:00,8236.00,81,280.54,3/28/2017
3/28/2017 13:00,8128.00,81,280.54,3/28/2017
3/28/2017 14:00,8008.00,100,280.17,3/28/2017
3/28/2017 15:00,7938.00,93,280.13,3/28/2017
3/28/2017 16:00,8015.00,93,280.28,3/28/2017
3/28/2017 17:00,8183.00,93,280.95,3/28/2017
3/28/2017 18:00,8154.00,100,278.85,3/28/2017
3/28/2017 19:00,8132.00,93,281.3,3/28/2017
3/28/2017 20:00,8022.00,93,281.28,3/28/2017
3/28/2017 21:00,7718.00,93,281.71,3/28/2017
3/28/2017 22:00,7322.00,81,282.01,3/28/2017
3/28/2017 23:00,6898.00,71,281.71,3/28/2017
3/29/2017 0:00,6598.00,81,281.72,3/29/2017
3/29/2017 1:00,6424.00,81,281.58,3/29/2017
3/29/2017 2:00,6348.00,93,281.42,3/29/2017
3/29/2017 3:00,6291.00,81,281.3,3/29/2017
3/29/2017 4:00,6336.00,87,281.13,3/29/2017
3/29/2017 5:00,6480.00,93,280.64,3/29/2017
3/29/2017 6:00,6713.00,93,280.33,3/29/2017
3/29/2017 7:00,7031.00,93,280.32,3/29/2017
3/29/2017 8:00,7298.00,93,280.14,3/29/2017
3/29/2017 9:00,7551.00,87,279.94,3/29/2017
3/29/2017 10:00,7706.00,87,279.74,3/29/2017
3/29/2017 11:00,7827.00,93,279.74,3/29/2017
3/29/2017 12:00,7851.00,93,279.54,3/29/2017
3/29/2017 13:00,7800.00,93,279.35,3/29/2017
3/29/2017 14:00,7697.00,93,279.14,3/29/2017
3/29/2017 15:00,7644.00,93,279,3/29/2017
3/29/2017 16:00,7737.00,100,279.3,3/29/2017
3/29/2017 17:00,7922.00,100,279.18,3/29/2017
3/29/2017 18:00,7900.00,93,280.57,3/29/2017
3/29/2017 19:00,7884.00,93,280.99,3/29/2017
3/29/2017 20:00,7696.00,93,281.13,3/29/2017
3/29/2017 21:00,7410.00,93,281.86,3/29/2017
3/29/2017 22:00,7036.00,76,283,3/29/2017
3/29/2017 23:00,6673.00,66,283.57,3/29/2017
3/30/2017 0:00,6388.00,62,283.74,3/30/2017
3/30/2017 1:00,6264.00,66,283.31,3/30/2017
3/30/2017 2:00,6213.00,66,282.75,3/30/2017
3/30/2017 3:00,6185.00,81,282.03,3/30/2017
3/30/2017 4:00,6230.00,75,279.72,3/30/2017
3/30/2017 5:00,6333.00,75,279.43,3/30/2017
3/30/2017 6:00,6542.00,81,278.63,3/30/2017
3/30/2017 7:00,6802.00,81,278.12,3/30/2017
3/30/2017 8:00,7084.00,70,277.93,3/30/2017
3/30/2017 9:00,7274.00,70,277.77,3/30/2017
3/30/2017 10:00,7364.00,70,277.43,3/30/2017
3/30/2017 11:00,7386.00,81,276.94,3/30/2017
3/30/2017 12:00,7286.00,86,276.94,3/30/2017
3/30/2017 13:00,7105.00,86,276.94,3/30/2017
3/30/2017 14:00,6994.00,93,277.87,3/30/2017
3/30/2017 15:00,6986.00,93,277.99,3/30/2017
3/30/2017 16:00,7132.00,87,278.99,3/30/2017
3/30/2017 17:00,7410.00,75,279.86,3/30/2017
3/30/2017 18:00,7581.00,70,281.44,3/30/2017
3/30/2017 19:00,7638.00,70,282.3,3/30/2017
3/30/2017 20:00,7595.00,70,283.01,3/30/2017
3/30/2017 21:00,7294.00,76,284.16,3/30/2017
3/30/2017 22:00,6930.00,76,284.29,3/30/2017
3/30/2017 23:00,6605.00,66,285.01,3/30/2017
3/31/2017 0:00,6316.00,66,285.3,3/31/2017
3/31/2017 1:00,6216.00,61,284.74,3/31/2017
3/31/2017 2:00,6164.00,66,283.62,3/31/2017
3/31/2017 3:00,6202.00,70,282.35,3/31/2017
3/31/2017 4:00,6324.00,75,281.01,3/31/2017
3/31/2017 5:00,6577.00,70,280,3/31/2017
3/31/2017 6:00,7134.00,86,278.4,3/31/2017
3/31/2017 7:00,7621.00,93,277.97,3/31/2017
3/31/2017 8:00,7963.00,93,277.77,3/31/2017
3/31/2017 9:00,8240.00,93,277.33,3/31/2017
3/31/2017 10:00,8298.00,93,276.74,3/31/2017
3/31/2017 11:00,8432.00,93,276.72,3/31/2017
3/31/2017 12:00,8456.00,93,276.72,3/31/2017
3/31/2017 13:00,8366.00,100,277.11,3/31/2017
3/31/2017 14:00,8209.00,87,277.37,3/31/2017
3/31/2017 15:00,8061.00,87,277.66,3/31/2017
3/31/2017 16:00,8102.00,81,278.53,3/31/2017
3/31/2017 17:00,8253.00,70,280.01,3/31/2017
3/31/2017 18:00,8196.00,66,280.86,3/31/2017
3/31/2017 19:00,8217.00,71,281.3,3/31/2017
3/31/2017 20:00,8206.00,66,281.61,3/31/2017
3/31/2017 21:00,7872.00,66,282.31,3/31/2017
3/31/2017 22:00,7505.00,58,282.57,3/31/2017
3/31/2017 23:00,7109.00,71,282.9,3/31/2017
4/1/2017 0:00,6854.00,71,282.75,4/1/2017
4/1/2017 1:00,6706.00,66,282.73,4/1/2017
4/1/2017 2:00,6667.00,71,282.46,4/1/2017
4/1/2017 3:00,6637.00,81,282.35,4/1/2017
4/1/2017 4:00,6755.00,76,281.67,4/1/2017
4/1/2017 5:00,7049.00,81,281.19,4/1/2017
4/1/2017 6:00,7606.00,87,280.81,4/1/2017
4/1/2017 7:00,8070.00,93,280.99,4/1/2017
4/1/2017 8:00,8331.00,93,280.39,4/1/2017
4/1/2017 9:00,8356.00,93,280.18,4/1/2017
4/1/2017 10:00,8297.00,100,279.79,4/1/2017
4/1/2017 11:00,8192.00,100,279.78,4/1/2017
4/1/2017 12:00,8166.00,93,279.56,4/1/2017
4/1/2017 13:00,8037.00,100,279.57,4/1/2017
4/1/2017 14:00,7885.00,93,279.58,4/1/2017
4/1/2017 15:00,7777.00,100,279.87,4/1/2017
4/1/2017 16:00,7843.00,100,280.01,4/1/2017
4/1/2017 17:00,8100.00,93,280.15,4/1/2017
4/1/2017 18:00,8041.00,86,280.47,4/1/2017
4/1/2017 19:00,8061.00,93,281.43,4/1/2017
4/1/2017 20:00,8102.00,87,282.16,4/1/2017
4/1/2017 21:00,7840.00,87,282.59,4/1/2017
4/1/2017 22:00,7448.00,87,282.74,4/1/2017
4/1/2017 23:00,7086.00,76,283.02,4/1/2017
4/2/2017 0:00,6781.00,81,283.18,4/2/2017
4/2/2017 1:00,6653.00,81,284,4/2/2017
4/2/2017 2:00,6590.00,81,282.75,4/2/2017
4/2/2017 3:00,6581.00,93,281.46,4/2/2017
4/2/2017 4:00,6692.00,70,281.15,4/2/2017
4/2/2017 5:00,6994.00,75,280.29,4/2/2017
4/2/2017 6:00,7539.00,65,279.95,4/2/2017
4/2/2017 7:00,8080.00,65,279.46,4/2/2017
4/2/2017 8:00,8320.00,65,279.16,4/2/2017
4/2/2017 9:00,8341.00,75,278.3,4/2/2017
4/2/2017 10:00,8246.00,86,277.65,4/2/2017
4/2/2017 11:00,8187.00,86,276.97,4/2/2017
4/2/2017 12:00,8171.00,93,276.31,4/2/2017
4/2/2017 13:00,8011.00,86,275.62,4/2/2017
4/2/2017 14:00,7878.00,80,275.62,4/2/2017
4/2/2017 15:00,7755.00,80,276.6,4/2/2017
4/2/2017 16:00,7782.00,70,279.28,4/2/2017
4/2/2017 17:00,7950.00,70,280.01,4/2/2017
4/2/2017 18:00,7947.00,70,280.75,4/2/2017
4/2/2017 19:00,8063.00,92,282.15,4/2/2017
4/2/2017 20:00,8122.00,57,281.85,4/2/2017
4/2/2017 21:00,7876.00,66,281.98,4/2/2017
4/2/2017 22:00,7460.00,57,282.29,4/2/2017
4/2/2017 23:00,7060.00,66,282.57,4/2/2017
4/3/2017 0:00,6827.00,53,282.41,4/3/2017
4/3/2017 1:00,6682.00,61,281.55,4/3/2017
4/3/2017 2:00,6602.00,61,282.7,4/3/2017
4/3/2017 3:00,6626.00,61,282.16,4/3/2017
4/3/2017 4:00,6756.00,75,280.14,4/3/2017
4/3/2017 5:00,7052.00,80,279,4/3/2017
4/3/2017 6:00,7609.00,80,278.57,4/3/2017
4/3/2017 7:00,8110.00,93,278.38,4/3/2017
4/3/2017 8:00,8360.00,86,277.76,4/3/2017
4/3/2017 9:00,8382.00,93,277.38,4/3/2017
4/3/2017 10:00,8357.00,93,275.8,4/3/2017
4/3/2017 11:00,8279.00,81,276.08,4/3/2017
4/3/2017 12:00,8193.00,81,276.23,4/3/2017
4/3/2017 13:00,7977.00,87,276.22,4/3/2017
4/3/2017 14:00,7796.00,100,275.22,4/3/2017
4/3/2017 15:00,7751.00,87,275.83,4/3/2017
4/3/2017 16:00,7864.00,81,276.97,4/3/2017
4/3/2017 17:00,8041.00,75,279.95,4/3/2017
4/3/2017 18:00,8058.00,81,281.28,4/3/2017
4/3/2017 19:00,8026.00,70,282.12,4/3/2017
4/3/2017 20:00,7977.00,53,282.98,4/3/2017
4/3/2017 21:00,7717.00,75,283.56,4/3/2017
4/3/2017 22:00,7321.00,70,284.14,4/3/2017
4/3/2017 23:00,6975.00,61,284.31,4/3/2017
4/4/2017 0:00,6730.00,66,284.31,4/4/2017
4/4/2017 1:00,6646.00,66,284.04,4/4/2017
4/4/2017 2:00,6585.00,66,283.32,4/4/2017
4/4/2017 3:00,6597.00,81,281.88,4/4/2017
4/4/2017 4:00,6701.00,86,279.53,4/4/2017
4/4/2017 5:00,6978.00,86,278.51,4/4/2017
4/4/2017 6:00,7448.00,86,278.2,4/4/2017
4/4/2017 7:00,7944.00,86,277.59,4/4/2017
4/4/2017 8:00,8286.00,86,277.58,4/4/2017
4/4/2017 9:00,8351.00,93,277.6,4/4/2017
4/4/2017 10:00,8349.00,93,277.57,4/4/2017
4/4/2017 11:00,8371.00,93,277.56,4/4/2017
4/4/2017 12:00,8336.00,93,277.57,4/4/2017
4/4/2017 13:00,8159.00,93,277.57,4/4/2017
4/4/2017 14:00,7944.00,86,277.29,4/4/2017
4/4/2017 15:00,7826.00,75,278.14,4/4/2017
4/4/2017 16:00,7835.00,75,278.56,4/4/2017
4/4/2017 17:00,7946.00,70,279.84,4/4/2017
4/4/2017 18:00,7972.00,66,281.42,4/4/2017
4/4/2017 19:00,8035.00,50,283.27,4/4/2017
4/4/2017 20:00,8095.00,53,284.42,4/4/2017
4/4/2017 21:00,7861.00,33,284.99,4/4/2017
4/4/2017 22:00,7452.00,43,285.7,4/4/2017
4/4/2017 23:00,7103.00,74,285.45,4/4/2017
4/5/2017 0:00,6816.00,43,285.01,4/5/2017
4/5/2017 1:00,6683.00,58,284.28,4/5/2017
4/5/2017 2:00,6604.00,54,284.16,4/5/2017
4/5/2017 3:00,6586.00,62,283.14,4/5/2017
4/5/2017 4:00,6673.00,76,282.16,4/5/2017
4/5/2017 5:00,6858.00,81,282.14,4/5/2017
4/5/2017 6:00,7127.00,81,281.75,4/5/2017
4/5/2017 7:00,7436.00,66,280.05,4/5/2017
4/5/2017 8:00,7734.00,62,279.72,4/5/2017
4/5/2017 9:00,7894.00,62,279.88,4/5/2017
4/5/2017 10:00,7936.00,62,279,4/5/2017
4/5/2017 11:00,7890.00,66,278.33,4/5/2017
4/5/2017 12:00,7827.00,76,278.17,4/5/2017
4/5/2017 13:00,7662.00,100,277.88,4/5/2017
4/5/2017 14:00,7474.00,87,280.59,4/5/2017
4/5/2017 15:00,7372.00,81,281.29,4/5/2017
4/5/2017 16:00,7401.00,93,281.59,4/5/2017
4/5/2017 17:00,7592.00,93,281.99,4/5/2017
4/5/2017 18:00,7618.00,93,282.57,4/5/2017
4/5/2017 19:00,7682.00,93,283.45,4/5/2017
4/5/2017 20:00,7757.00,93,283.87,4/5/2017
4/5/2017 21:00,7559.00,93,284.02,4/5/2017
4/5/2017 22:00,7186.00,93,284,4/5/2017
4/5/2017 23:00,6862.00,93,283.85,4/5/2017
4/6/2017 0:00,6607.00,81,284.69,4/6/2017
4/6/2017 1:00,6479.00,53,284,4/6/2017
4/6/2017 2:00,6428.00,87,283.3,4/6/2017
4/6/2017 3:00,6427.00,100,281.98,4/6/2017
4/6/2017 4:00,6481.00,76,281.98,4/6/2017
4/6/2017 5:00,6624.00,87,282.15,4/6/2017
4/6/2017 6:00,6836.00,87,281.75,4/6/2017
4/6/2017 7:00,7129.00,93,281.15,4/6/2017
4/6/2017 8:00,7388.00,93,280.96,4/6/2017
4/6/2017 9:00,7553.00,87,280.93,4/6/2017
4/6/2017 10:00,7603.00,87,280.74,4/6/2017
4/6/2017 11:00,7595.00,87,280.56,4/6/2017
4/6/2017 12:00,7521.00,93,280.55,4/6/2017
4/6/2017 13:00,7357.00,64,280.61,4/6/2017
4/6/2017 14:00,7198.00,81,279.71,4/6/2017
4/6/2017 15:00,7106.00,81,279.46,4/6/2017
4/6/2017 16:00,7212.00,87,280.98,4/6/2017
4/6/2017 17:00,7464.00,76,281.86,4/6/2017
4/6/2017 18:00,7489.00,81,281.68,4/6/2017
4/6/2017 19:00,7501.00,87,282.41,4/6/2017
4/6/2017 20:00,7641.00,81,283.26,4/6/2017
4/6/2017 21:00,7378.00,81,283.69,4/6/2017
4/6/2017 22:00,7011.00,71,284.14,4/6/2017
4/6/2017 23:00,6642.00,81,284.27,4/6/2017
4/7/2017 0:00,6415.00,76,284.14,4/7/2017
4/7/2017 1:00,6295.00,66,284.88,4/7/2017
4/7/2017 2:00,6251.00,87,284.29,4/7/2017
4/7/2017 3:00,6326.00,71,282.82,4/7/2017
4/7/2017 4:00,6423.00,81,281.7,4/7/2017
4/7/2017 5:00,6722.00,87,281.3,4/7/2017
4/7/2017 6:00,7251.00,87,281.13,4/7/2017
4/7/2017 7:00,7780.00,81,280.93,4/7/2017
4/7/2017 8:00,7920.00,76,280.53,4/7/2017
4/7/2017 9:00,7898.00,76,279.77,4/7/2017
4/7/2017 10:00,7775.00,81,279.6,4/7/2017
4/7/2017 11:00,7726.00,81,279.77,4/7/2017
4/7/2017 12:00,7709.00,75,279.61,4/7/2017
4/7/2017 13:00,7539.00,93,280.55,4/7/2017
4/7/2017 14:00,7368.00,93,278.6,4/7/2017
4/7/2017 15:00,7282.00,61,280.38,4/7/2017
4/7/2017 16:00,7281.00,93,281.39,4/7/2017
4/7/2017 17:00,7438.00,93,282.36,4/7/2017
4/7/2017 18:00,7444.00,76,282.94,4/7/2017
4/7/2017 19:00,7399.00,81,283.09,4/7/2017
4/7/2017 20:00,7492.00,54,283.67,4/7/2017
4/7/2017 21:00,7270.00,61,284.4,4/7/2017
4/7/2017 22:00,6865.00,54,284.54,4/7/2017
4/7/2017 23:00,6508.00,62,284.14,4/7/2017
4/8/2017 0:00,6194.00,66,283.63,4/8/2017
4/8/2017 1:00,6038.00,62,283.72,4/8/2017
4/8/2017 2:00,6016.00,66,284.53,4/8/2017
4/8/2017 3:00,6000.00,66,283.51,4/8/2017
4/8/2017 4:00,6147.00,76,282.23,4/8/2017
4/8/2017 5:00,6460.00,70,282.95,4/8/2017
4/8/2017 6:00,6934.00,81,282.76,4/8/2017
4/8/2017 7:00,7434.00,81,282.36,4/8/2017
4/8/2017 8:00,7633.00,75,281.95,4/8/2017
4/8/2017 9:00,7650.00,81,281.76,4/8/2017
4/8/2017 10:00,7598.00,81,281.55,4/8/2017
4/8/2017 11:00,7513.00,81,281.15,4/8/2017
4/8/2017 12:00,7476.00,87,280.56,4/8/2017
4/8/2017 13:00,7363.00,87,280.34,4/8/2017
4/8/2017 14:00,7197.00,87,279.55,4/8/2017
4/8/2017 15:00,7132.00,93,279.99,4/8/2017
4/8/2017 16:00,7153.00,81,280.81,4/8/2017
4/8/2017 17:00,7312.00,93,281.82,4/8/2017
4/8/2017 18:00,7308.00,75,282.95,4/8/2017
4/8/2017 19:00,7321.00,93,283.84,4/8/2017
4/8/2017 20:00,7452.00,66,284.13,4/8/2017
4/8/2017 21:00,7233.00,81,284.22,4/8/2017
4/8/2017 22:00,6846.00,70,283.96,4/8/2017
4/8/2017 23:00,6498.00,81,283.96,4/8/2017
4/9/2017 0:00,6261.00,76,283.8,4/9/2017
4/9/2017 1:00,6160.00,76,283.39,4/9/2017
4/9/2017 2:00,6104.00,81,283,4/9/2017
4/9/2017 3:00,6144.00,75,282.63,4/9/2017
4/9/2017 4:00,6283.00,70,282.14,4/9/2017
4/9/2017 5:00,6570.00,75,281.29,4/9/2017
4/9/2017 6:00,7079.00,75,280.13,4/9/2017
4/9/2017 7:00,7556.00,70,280.89,4/9/2017
4/9/2017 8:00,7754.00,75,280.69,4/9/2017
4/9/2017 9:00,7729.00,75,279.9,4/9/2017
4/9/2017 10:00,7598.00,81,279.74,4/9/2017
4/9/2017 11:00,7583.00,86,279.15,4/9/2017
4/9/2017 12:00,7545.00,93,278.15,4/9/2017
4/9/2017 13:00,7403.00,93,278.34,4/9/2017
4/9/2017 14:00,7190.00,81,276.96,4/9/2017
4/9/2017 15:00,7055.00,75,277.79,4/9/2017
4/9/2017 16:00,7082.00,65,279.65,4/9/2017
4/9/2017 17:00,7248.00,61,281.53,4/9/2017
4/9/2017 18:00,7247.00,61,282.67,4/9/2017
4/9/2017 19:00,7236.00,57,283.8,4/9/2017
4/9/2017 20:00,7346.00,89,284.8,4/9/2017
4/9/2017 21:00,7100.00,46,284.27,4/9/2017
4/9/2017 22:00,6722.00,89,284.86,4/9/2017
4/9/2017 23:00,6359.00,84,285.28,4/9/2017
4/10/2017 0:00,6065.00,84,286,4/10/2017
4/10/2017 1:00,5937.00,84,285.56,4/10/2017
4/10/2017 2:00,5902.00,53,284.58,4/10/2017
4/10/2017 3:00,5907.00,66,283.01,4/10/2017
4/10/2017 4:00,6052.00,66,282.33,4/10/2017
4/10/2017 5:00,6336.00,96,281.66,4/10/2017
4/10/2017 6:00,6841.00,57,281.15,4/10/2017
4/10/2017 7:00,7303.00,66,280.95,4/10/2017
4/10/2017 8:00,7493.00,66,280.95,4/10/2017
4/10/2017 9:00,7442.00,66,280.54,4/10/2017
4/10/2017 10:00,7404.00,66,280.95,4/10/2017
4/10/2017 11:00,7432.00,87,280.75,4/10/2017
4/10/2017 12:00,7406.00,81,279.56,4/10/2017
4/10/2017 13:00,7273.00,87,279.15,4/10/2017
4/10/2017 14:00,7090.00,87,279,4/10/2017
4/10/2017 15:00,6958.00,87,279.27,4/10/2017
4/10/2017 16:00,6998.00,87,279.55,4/10/2017
4/10/2017 17:00,7169.00,87,280.71,4/10/2017
4/10/2017 18:00,7138.00,70,282.3,4/10/2017
4/10/2017 19:00,7123.00,81,282.84,4/10/2017
4/10/2017 20:00,7244.00,66,283.44,4/10/2017
4/10/2017 21:00,7022.00,76,284.02,4/10/2017
4/10/2017 22:00,6654.00,66,284.15,4/10/2017
4/10/2017 23:00,6291.00,70,284.01,4/10/2017
4/11/2017 0:00,5964.00,66,283.44,4/11/2017
4/11/2017 1:00,5796.00,66,283.14,4/11/2017
4/11/2017 2:00,5763.00,70,281.57,4/11/2017
4/11/2017 3:00,5762.00,81,280.81,4/11/2017
4/11/2017 4:00,5836.00,87,279.65,4/11/2017
4/11/2017 5:00,6023.00,81,279.15,4/11/2017
4/11/2017 6:00,6263.00,75,279.55,4/11/2017
4/11/2017 7:00,6499.00,87,279.17,4/11/2017
4/11/2017 8:00,6721.00,87,279.17,4/11/2017
4/11/2017 9:00,6879.00,81,278.77,4/11/2017
4/11/2017 10:00,6942.00,81,278.77,4/11/2017
4/11/2017 11:00,6972.00,81,278.56,4/11/2017
4/11/2017 12:00,6958.00,87,277.76,4/11/2017
4/11/2017 13:00,6848.00,93,276.96,4/11/2017
4/11/2017 14:00,6712.00,93,276.69,4/11/2017
4/11/2017 15:00,6611.00,93,278.1,4/11/2017
4/11/2017 16:00,6631.00,81,279.66,4/11/2017
4/11/2017 17:00,6809.00,75,281.53,4/11/2017
4/11/2017 18:00,6823.00,75,282.82,4/11/2017
4/11/2017 19:00,6773.00,76,284.11,4/11/2017
4/11/2017 20:00,6868.00,71,285.53,4/11/2017
4/11/2017 21:00,6662.00,76,282.99,4/11/2017
4/11/2017 22:00,6339.00,76,286.56,4/11/2017
4/11/2017 23:00,6058.00,76,287.28,4/11/2017
4/12/2017 0:00,5779.00,76,287.14,4/12/2017
4/12/2017 1:00,5661.00,76,286.16,4/12/2017
4/12/2017 2:00,5574.00,81,285.18,4/12/2017
4/12/2017 3:00,5575.00,87,284.18,4/12/2017
4/12/2017 4:00,5643.00,93,283.33,4/12/2017
4/12/2017 5:00,5792.00,87,282.83,4/12/2017
4/12/2017 6:00,6004.00,81,282.77,4/12/2017
4/12/2017 7:00,6282.00,81,282.95,4/12/2017
4/12/2017 8:00,6581.00,81,283.14,4/12/2017
4/12/2017 9:00,6782.00,76,283.36,4/12/2017
4/12/2017 10:00,6879.00,76,283.77,4/12/2017
4/12/2017 11:00,6939.00,76,283.77,4/12/2017
4/12/2017 12:00,6920.00,87,283.4,4/12/2017
4/12/2017 13:00,6818.00,100,282.16,4/12/2017
4/12/2017 14:00,6665.00,93,282.02,4/12/2017
4/12/2017 15:00,6603.00,93,281.87,4/12/2017
4/12/2017 16:00,6686.00,93,282.26,4/12/2017
4/12/2017 17:00,6857.00,87,283.4,4/12/2017
4/12/2017 18:00,6878.00,87,284.36,4/12/2017
4/12/2017 19:00,6894.00,87,285.39,4/12/2017
4/12/2017 20:00,7049.00,76,285.79,4/12/2017
4/12/2017 21:00,6883.00,33,286.54,4/12/2017
4/12/2017 22:00,6541.00,81,287.26,4/12/2017
4/12/2017 23:00,6232.00,51,287.38,4/12/2017
4/13/2017 0:00,6003.00,43,287.99,4/13/2017
4/13/2017 1:00,5898.00,87,287.87,4/13/2017
4/13/2017 2:00,5884.00,66,286.25,4/13/2017
4/13/2017 3:00,5891.00,76,284.96,4/13/2017
4/13/2017 4:00,5942.00,76,284.3,4/13/2017
4/13/2017 5:00,6119.00,76,283.62,4/13/2017
4/13/2017 6:00,6336.00,87,282.94,4/13/2017
4/13/2017 7:00,6593.00,76,282.76,4/13/2017
4/13/2017 8:00,6788.00,87,281.47,4/13/2017
4/13/2017 9:00,6920.00,85,281.59,4/13/2017
4/13/2017 10:00,6970.00,100,279.96,4/13/2017
4/13/2017 11:00,6951.00,100,279.86,4/13/2017
4/13/2017 12:00,6948.00,100,279.49,4/13/2017
4/13/2017 13:00,6798.00,100,279.47,4/13/2017
4/13/2017 14:00,6668.00,100,279.19,4/13/2017
4/13/2017 15:00,6637.00,81,280.85,4/13/2017
4/13/2017 16:00,6758.00,87,282.25,4/13/2017
4/13/2017 17:00,6933.00,76,283.35,4/13/2017
4/13/2017 18:00,6853.00,50,284.22,4/13/2017
4/13/2017 19:00,6845.00,66,285.27,4/13/2017
4/13/2017 20:00,6989.00,66,285.4,4/13/2017
4/13/2017 21:00,6819.00,81,285.71,4/13/2017
4/13/2017 22:00,6520.00,66,283.7,4/13/2017
4/13/2017 23:00,6235.00,71,285.11,4/13/2017
4/14/2017 0:00,6024.00,71,285.15,4/14/2017
4/14/2017 1:00,5949.00,71,284.56,4/14/2017
4/14/2017 2:00,5928.00,66,283.85,4/14/2017
4/14/2017 3:00,5970.00,70,283.47,4/14/2017
4/14/2017 4:00,6104.00,70,282.65,4/14/2017
4/14/2017 5:00,6364.00,75,282.13,4/14/2017
4/14/2017 6:00,6738.00,81,282.14,4/14/2017
4/14/2017 7:00,7041.00,81,281.93,4/14/2017
4/14/2017 8:00,7220.00,87,281.5,4/14/2017
4/14/2017 9:00,7312.00,87,281.13,4/14/2017
4/14/2017 10:00,7322.00,87,281.3,4/14/2017
4/14/2017 11:00,7282.00,81,281.15,4/14/2017
4/14/2017 12:00,7229.00,81,281.35,4/14/2017
4/14/2017 13:00,7071.00,93,281.13,4/14/2017
4/14/2017 14:00,6830.00,93,280.25,4/14/2017
4/14/2017 15:00,6754.00,81,280.39,4/14/2017
4/14/2017 16:00,6885.00,75,281.39,4/14/2017
4/14/2017 17:00,7101.00,81,282.68,4/14/2017
4/14/2017 18:00,7117.00,76,283.85,4/14/2017
4/14/2017 19:00,7079.00,71,285.12,4/14/2017
4/14/2017 20:00,7187.00,66,285.8,4/14/2017
4/14/2017 21:00,6926.00,62,286.96,4/14/2017
4/14/2017 22:00,6531.00,57,287.54,4/14/2017
4/14/2017 23:00,6106.00,58,287.65,4/14/2017
4/15/2017 0:00,5823.00,57,287.53,4/15/2017
4/15/2017 1:00,5676.00,57,286.96,4/15/2017
4/15/2017 2:00,5612.00,66,285.42,4/15/2017
4/15/2017 3:00,5584.00,66,284.79,4/15/2017
4/15/2017 4:00,5726.00,75,283.62,4/15/2017
4/15/2017 5:00,6002.00,75,283.79,4/15/2017
4/15/2017 6:00,6479.00,75,276.22,4/15/2017
4/15/2017 7:00,6943.00,87,281.94,4/15/2017
4/15/2017 8:00,7244.00,87,281.13,4/15/2017
4/15/2017 9:00,7297.00,81,281.33,4/15/2017
4/15/2017 10:00,7245.00,87,280.93,4/15/2017
4/15/2017 11:00,7223.00,87,280.72,4/15/2017
4/15/2017 12:00,7231.00,87,280.72,4/15/2017
4/15/2017 13:00,7133.00,87,280.33,4/15/2017
4/15/2017 14:00,6992.00,87,279.54,4/15/2017
4/15/2017 15:00,6895.00,93,280.12,4/15/2017
4/15/2017 16:00,6928.00,81,281.25,4/15/2017
4/15/2017 17:00,7092.00,81,282.38,4/15/2017
4/15/2017 18:00,7045.00,76,283.67,4/15/2017
4/15/2017 19:00,6969.00,87,284.13,4/15/2017
4/15/2017 20:00,7056.00,71,285.27,4/15/2017
4/15/2017 21:00,6834.00,66,285.54,4/15/2017
4/15/2017 22:00,6473.00,66,285.83,4/15/2017
4/15/2017 23:00,6086.00,57,284.97,4/15/2017
4/16/2017 0:00,5776.00,50,284.96,4/16/2017
4/16/2017 1:00,5633.00,53,284.99,4/16/2017
4/16/2017 2:00,5564.00,61,285.14,4/16/2017
4/16/2017 3:00,5559.00,75,283.85,4/16/2017
4/16/2017 4:00,5668.00,87,282.01,4/16/2017
4/16/2017 5:00,5940.00,86,280.66,4/16/2017
4/16/2017 6:00,6356.00,86,280.17,4/16/2017
4/16/2017 7:00,6800.00,93,279.36,4/16/2017
4/16/2017 8:00,7073.00,87,279.74,4/16/2017
4/16/2017 9:00,7073.00,81,278.93,4/16/2017
4/16/2017 10:00,7035.00,81,279.12,4/16/2017
4/16/2017 11:00,7120.00,87,278.72,4/16/2017
4/16/2017 12:00,7055.00,81,278.51,4/16/2017
4/16/2017 13:00,6948.00,81,278.52,4/16/2017
